id_record;tanggal;komoditas;kategori_komoditas;satuan;pasar;kecamatan;harga;volume_distribusi;ramadhan;idul_fitri;natal_tahun_baru;hujan;operasi_pasar;gangguan_distribusi;banjir;nama_kearifan;jenis_kearifan;kearifan_score;faktor_utama;target_harga_next_day
804;2025-11-07;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;204,1;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Hujan;37000
805;2025-11-08;Cabai Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;39500;117,9;0;0;0;1;0;1;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;"Hujan; Gangguan Distribusi";40500
806;2025-11-08;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;33500;259,3;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Hujan;34000
807;2025-11-08;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;251,2;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Hujan;37000
808;2025-11-08;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18000;468,8;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Normal;18200
809;2025-11-09;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;34000;209,4;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Hujan;34500
810;2025-11-09;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;267,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,73;Hujan;37000
811;2025-11-09;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18500;399;0;0;0;1;0;1;0;Tawar-Menawar Tradisional;Budaya;0,57;"Hujan; Gangguan Distribusi";18700
812;2025-11-09;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12900;531;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,5;Normal;13100
813;2025-11-10;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36500;249,2;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Hujan;37000
814;2025-11-10;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18100;430,9;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,76;Normal;18300
815;2025-11-10;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;13100;476,6;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,73;Hujan;13200
816;2025-11-10;Cabai Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;38500;206;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;38500
817;2025-11-11;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18100;387,9;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Hujan;18300
818;2025-11-11;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12700;542,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Normal;12800
819;2025-11-11;Cabai Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;38500;182,3;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,74;Normal;39000
820;2025-11-11;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;33000;229,7;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,66;Hujan;33500
821;2025-11-12;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12700;557,7;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,52;Normal;12900
822;2025-11-12;Cabai Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;39000;168,8;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,83;Hujan;39500
823;2025-11-12;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;33000;218,4;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,79;Hujan;33000
824;2025-11-12;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;263,3;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Normal;36500
825;2025-11-13;Cabai Merah;Hortikultura;kg;Pasar Inpres;Lubuklinggau Barat I;39500;208,4;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,56;Hujan;40000
826;2025-11-13;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;33500;229,5;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,64;Hujan;34000
827;2025-11-13;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;256,8;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;Hujan;36500
828;2025-11-13;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18000;443,7;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,77;Hujan;18200
829;2025-11-14;Bawang Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;33500;226,2;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,66;Normal;33500
830;2025-11-14;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;251,8;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Hujan;36500
831;2025-11-14;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18000;457,4;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;18200
832;2025-11-14;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;13000;394,9;0;0;0;1;0;1;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;"Hujan; Gangguan Distribusi";13100
833;2025-11-15;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;256;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,61;Hujan;36500
834;2025-11-15;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18200;340,2;0;0;0;1;0;1;0;Distribusi Berbasis Keluarga;Sosial;0,64;"Hujan; Gangguan Distribusi";18400
835;2025-11-15;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12900;474,7;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,62;Hujan;13000
836;2025-11-15;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;157,3;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,63;Normal;39000
837;2025-11-16;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17900;483,6;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,68;Hujan;18100
838;2025-11-16;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12600;512,7;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,67;Hujan;12700
839;2025-11-16;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39500;176,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,75;Normal;39500
840;2025-11-16;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;219,4;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Normal;32000
841;2025-11-17;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12600;470,9;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,8;Hujan;12800
842;2025-11-17;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;181,7;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,8;Hujan;39000
843;2025-11-17;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;239,2;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,65;Hujan;32500
844;2025-11-17;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;35500;269,5;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,7;Normal;35500
845;2025-11-18;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39000;186;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,55;Normal;38500
846;2025-11-18;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32500;228,3;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,57;Hujan;32500
847;2025-11-18;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;221,2;0;0;0;1;0;1;0;Harga Musiman Hari Besar;Perilaku Pasar;0,83;"Hujan; Gangguan Distribusi";36000
848;2025-11-18;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17800;407,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Hujan;18000
849;2025-11-19;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;227,5;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,81;Hujan;32000
850;2025-11-19;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;35500;280,7;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,61;Normal;35500
851;2025-11-19;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;18000;352,6;0;0;0;1;0;1;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,65;"Hujan; Gangguan Distribusi";18200
852;2025-11-19;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12700;505,6;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;Normal;12800
853;2025-11-20;Daging Ayam;Protein Hewani;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;36000;284,9;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,67;Hujan;36500
854;2025-11-20;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17900;441,2;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Hujan;18100
855;2025-11-20;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12700;573,6;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,51;Hujan;12800
856;2025-11-20;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;177,2;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,57;Normal;38000
857;2025-11-21;Minyak Goreng;Pangan Olahan;liter;Pasar Bukit Sulap;Lubuklinggau Timur I;17700;420,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Hujan;17900
858;2025-11-21;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12400;430,6;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Normal;12500
859;2025-11-21;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39000;197,1;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Normal;39000
860;2025-11-21;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;241,6;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,61;Normal;32000
861;2025-11-22;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12500;495,7;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,6;Hujan;12600
862;2025-11-22;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;175;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,67;Normal;38500
863;2025-11-22;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;171,3;0;0;0;1;0;1;0;Pasar Subuh;Distribusi;0,77;"Hujan; Gangguan Distribusi";32000
864;2025-11-22;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;293,5;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,6;Hujan;38000
865;2025-11-23;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;170,1;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,58;Normal;38500
866;2025-11-23;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;223,3;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,86;Normal;31500
867;2025-11-23;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;256,1;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,7;Hujan;38000
868;2025-11-23;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17000;410,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,72;Normal;17100
869;2025-11-24;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;235,4;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,59;Hujan;32500
870;2025-11-24;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;259,5;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Hujan;38500
871;2025-11-24;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17400;439,8;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Hujan;17600
872;2025-11-24;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12600;527,3;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,73;Hujan;12700
873;2025-11-25;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;298,6;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;Normal;38500
874;2025-11-25;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17100;461,1;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,6;Normal;17300
875;2025-11-25;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12700;546,8;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,75;Hujan;12900
876;2025-11-25;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;175,4;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Hujan;38500
877;2025-11-26;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17600;369,2;0;0;0;1;0;1;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;"Hujan; Gangguan Distribusi";17700
878;2025-11-26;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12400;542;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Hujan;12500
879;2025-11-26;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;39000;176,7;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Hujan;39500
880;2025-11-26;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;191;0;0;0;1;0;1;0;Tawar-Menawar Tradisional;Budaya;0,51;"Hujan; Gangguan Distribusi";32500
881;2025-11-27;Beras;Pangan Pokok;kg;Pasar Inpres;Lubuklinggau Barat I;12400;538,6;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,73;Normal;12500
882;2025-11-27;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38000;191,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,71;Hujan;38500
883;2025-11-27;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;226,8;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,72;Normal;31500
884;2025-11-27;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;211;0;0;0;1;0;1;0;Harga Musiman Hari Besar;Perilaku Pasar;0,81;"Hujan; Gangguan Distribusi";38500
885;2025-11-28;Cabai Merah;Hortikultura;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;38500;173,2;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,84;Normal;38000
886;2025-11-28;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;209,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,7;Normal;32000
887;2025-11-28;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;208,8;0;0;0;1;0;1;0;Distribusi Berbasis Keluarga;Sosial;0,6;"Hujan; Gangguan Distribusi";38500
888;2025-11-28;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17100;445,9;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,58;Hujan;17200
889;2025-11-29;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;214,3;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,53;Normal;31500
890;2025-11-29;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;242,2;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,71;Hujan;38500
891;2025-11-29;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17300;403,8;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,68;Hujan;17500
892;2025-11-29;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;478,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,75;Hujan;13000
893;2025-11-30;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;38000;262,2;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Hujan;38000
894;2025-11-30;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17000;448,9;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,74;Normal;17100
895;2025-11-30;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12800;547;0;0;0;0;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,78;Normal;12900
896;2025-11-30;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;183,4;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,64;Normal;38000
897;2025-12-01;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17400;419,9;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,64;Normal;17500
898;2025-12-01;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12900;517,5;0;0;0;1;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,57;Hujan;13000
899;2025-12-01;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;176;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,55;Normal;38000
900;2025-12-01;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;214,6;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,85;Hujan;33000
901;2025-12-02;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;547,4;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,69;Hujan;13200
902;2025-12-02;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;168,8;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,69;Normal;38500
903;2025-12-02;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;201;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;32000
904;2025-12-02;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;247,7;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,62;Normal;38000
905;2025-12-03;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;39000;129,1;0;0;0;1;0;0;1;Sistem Langganan Pemasok;Sosial Ekonomi;0,69;"Hujan; Banjir";39500
906;2025-12-03;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;31500;226,4;0;0;0;0;0;0;0;Pasar Subuh;Distribusi;0,67;Normal;31500
907;2025-12-03;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;263,3;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,58;Normal;38000
908;2025-12-03;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;360,1;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,61;Hujan;17400
909;2025-12-04;Bawang Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;32000;210,9;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,79;Hujan;32500
910;2025-12-04;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;245,4;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Normal;37500
911;2025-12-04;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;388,5;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,8;Normal;17400
912;2025-12-04;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12800;562,2;0;0;0;0;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,75;Normal;12900
913;2025-12-05;Daging Ayam;Protein Hewani;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;37500;256,4;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,68;Normal;38000
914;2025-12-05;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;434,1;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,68;Hujan;17300
915;2025-12-05;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12700;489,2;0;0;0;0;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,68;Normal;12900
916;2025-12-05;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;213,5;0;0;0;1;0;0;0;Pasar Subuh;Distribusi;0,78;Hujan;38500
917;2025-12-06;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;423;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,57;Normal;17400
918;2025-12-06;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;12800;550,2;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,55;Normal;12900
919;2025-12-06;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;38000;174;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,83;Hujan;38500
920;2025-12-06;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;240;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,74;Hujan;34000
921;2025-12-07;Beras;Pangan Pokok;kg;Pasar Moneng Sepati;Lubuklinggau Selatan II;13000;548,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,78;Hujan;13100
922;2025-12-07;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;37500;189,3;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,65;Normal;38000
923;2025-12-07;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;194,8;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Hujan;34000
924;2025-12-07;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;251,6;0;0;0;1;0;0;0;Sistem Langganan Pemasok;Sosial Ekonomi;0,63;Hujan;37500
925;2025-12-08;Cabai Merah;Hortikultura;kg;Pasar Simpang Periuk;Lubuklinggau Selatan I;40000;133,5;0;0;0;1;0;0;1;Pasar Subuh;Distribusi;0,71;"Hujan; Banjir";40500
926;2025-12-08;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;239,4;0;0;0;0;0;0;0;Tawar-Menawar Tradisional;Budaya;0,59;Normal;34500
927;2025-12-08;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;36500;245,9;0;0;0;1;0;0;0;Tawar-Menawar Tradisional;Budaya;0,61;Hujan;37000
928;2025-12-08;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17200;374,7;0;0;0;1;0;0;0;Harga Musiman Hari Besar;Perilaku Pasar;0,79;Hujan;17400
929;2025-12-09;Bawang Merah;Hortikultura;kg;Pasar Bukit Sulap;Lubuklinggau Timur I;34000;221,9;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,72;Hujan;34500
930;2025-12-09;Daging Ayam;Protein Hewani;kg;Pasar Inpres;Lubuklinggau Barat I;37000;263,7;0;0;0;1;0;0;0;Pasokan Harian Tanpa Gudang;Distribusi;0,77;Hujan;37500
931;2025-12-09;Minyak Goreng;Pangan Olahan;liter;Pasar Inpres;Lubuklinggau Barat I;17100;394,1;0;0;0;0;0;0;0;Distribusi Berbasis Keluarga;Sosial;0,61;Normal;17300
